C1400|Hallmark Cards
Z1300|Stephen H Shogan for Senate
|THORSSON FOR CONGRESS                             
Z1200|Barbara Mulvaney for Congress
Z1100|Van Doren for Congress
|WE ARE CHANGE                                     
Z5100|Republican Party of Nevada County
J1200|Leadership America PAC
J1200|Hillary 2016
Z1100|Tue Phanquang US Congress
Z1100|Carr for Congress
Z1200|Vanderstelt for Congress
|CESAR CHAVEZ                                      
Z1300|Jeffrey Carson for Congress
J1100|Kentucky Rise PAC
Z1100|Lynch for Congress
|A WHOLE BUNCH OF PEOPLE FOR BUFFIE MCFADYEN       
|JOHN DEVINE FOR CONGRESS COMMITTEE TO ELECT       
Z1100|People for David Banach
Z1200|Committee to Elect Emmett Hansen
Z1200|Stepp Cmte
|JP FOR CONGRESS                                   
J1100|Ensuring a Conservative Nebraska
|THARP FOR CONGRESS                                
|JOHNNIE C CAMPBELL                                
J7150|Protecting Choice In California
|TEXAS FRONTIER POLITICAL ACTION COMMITTEE (TEXAS F
Z1100|Haring For Congress
Z1200|Joey Manahan for Congress
Z1100|Committee to Elect Evan Evans to Congress
Z1200|Spangler for Congress
Z1200|Peter Anderson for Congress
Z1200|Bruce Davis for Congress
|BRITTANY CLARK FOR PRESIDENTIAL PROGRESSION       
Z1100|Beers for US Senate 2016
J9000|Eagles Party
J1100|Alaska Republican Assembly
Z4100|Senate Battleground Fund
J1100|Vanguard PAC
Z1100|Nick Wukoson Campaign
Z1100|Delvis Dutton for Congress
Z1200|Trivedi for Congress
Z1100|Jose Padilla for Congress
Z1300|Luis Fernandez for Congress
Z1100|Dr Brad Allen for Congress
J1200|Cal Voters for Honest Government
|INTELLECTUAL VENTURES DCP
J1100|Defend Marriage Hawaii
Z1200|Brad Ashford for Congress
|GREG HOWARD FOR CONGRESS                          
|BELIEVE IN AMERICA SUPER PAC                      
Z1200|Mark Levine for Congress
|EGRIU FOR CONGRESS                                
Z1200|McAffrey for Congress
Z1200|Matt Miller for Congress 2014
|FOR OUR AMERICA PAC                               
Z4200|Hudson Valley Victory Fund
|MIMEDX GROUP INC PAC                              
|FRIENDS OF RICK GUY                               
|NO NEGOTIATIONS PAC                               
E1110|Hess Corp
H0TX18235|Meyer
JE300|Ocean Majority PAC
|CLARK CAMPAIGNS                                   
Z1100|Jake Rush for Congress
Z1100|Dee Adcock for Congress
J1200|Georgians Together
|MR PAUL W DEBOW (PCC)                             
Z4100|Holding Victory Fund
|STRONG PHILIPPINES MOVEMENT                       
Z1100|Sabrin for Senate 2014
Z1200|James Woods for Congress
Z1100|Lemondes for Congress
Z1200|Gordon Ball for Senate Cmte
Z1100|Reese Pierluisi
Z1100|Chris Day for Congress
Z1100|Tom Macarthur for Congress
|FRIENDS OF ADAM RODRIGUEZ                         
|MENDOCINO COUNTY REPUBLICAN CENTRAL COMMITTEE     
J1100|New Hampshire Priorities
J2200|Prairieland PAC
J1100|LetsAllVote.org
J1100|Conservative Warchest PAC
Z1100|Wasinger for Congress
Z1200|Aaron Woolf for Congress
Z1200|Ben Hudson for Congress
Z1200|Sherow for Congress
Z1200|Norma Torres for Congress
Z1200|Jack Fanous for Congress
Z1200|Scott Brion for Congress
Z1200|Friends of Houghton for Congress
Z1100|Rick Van Glahn for Congress 2014
Z1100|Mcculloch for Congress
|FRIENDS OF ODESSIA LEE                            
|PAUL CANNADAY COMMITTEE                           
|AMERICANS FOR ECONOMIC PROGRESS AND SOCIAL REFORM 
|VOTEBLUE                                          
|AMERICANS FOR EXCELLENCE IN PUBLIC EDUCATION      
T1700|Blue Origin
J1100|Impact America Fund
|CAMPAIGN FOR DAVE FELICIANO                       
Z1100|Shannon for Senate
E3000|Renewable Resource Hauling PAC
J2100|Peninsula PAC
Z5200|Merced County Democratic Central Cmte
J1100|Lincoln Club of Placer County
Z1100|Paul Chabot for Congress
Z1100|Terry Bowman for Congress
Z1100|Grant Lally for Congress
|I-PAC JAX INC                                     
|UNITAS INC                                        
Z4100|Gillespie Victory Fund
|COMMITTEE TO ELECT BILL WILT                      
Z1100|Moats for Congress
Z1200|James Mitchell for Congress
|ED REICH FOR CONGRESS                             
|NUDIST RIGHTS COALITION                           
|MARIJUANAISMEDICINESUPERPAC                       
|MUNOZ GROUP PAC                                   
|TEXAS LIBERTY PAC                                 
Z1100|Arthur Rich for Congress
Z1200|Kanuth for Congress
Z1100|Coakley for Congress Election Cmte
|AMERICAN BLACKSHIRTS PARTY                        
Z1100|Bell for Senate
Z1200|Greenstein for Congress
Z1100|Blakeman 2014
Z1100|Lesli Gooch for Congress
Z1200|Debbie Dingell for Congress
Z1200|Litchman for Congress
Z1200|Susan Grettenberger for Congress
Y0000|United Workers PAC
Z4100|Schweikert Victory Cmte
J7300|Houston GLBT Political Caucus
Z1100|Chuck Moss for Senate
Z1200|Aelea for Congress
Z1100|Send Lara to Congress
Z1200|Donald Norcross for Congress
|ROBERT DONALD KILPATRICK AKA PATRICK KILPATRICK FO
|CITIZENS TO ELECT DON RIVERS TO CONGRESS 2014     
Z1100|Ryman Shoaf for Congress
Z4100|Winning Women
J7400|Modern Republican Women
|DAN PHILLIP FOR CONGRESS                          
|YOUNG CONSERVATIVES OF AMERICA                    
E1170|US Venture US
|LATINOS FOR 2020                                  
Z1200|Bonnie Watson Coleman for Congress
J1100|Arizona Grassroots Action
H1750|Professional Compounding Centers of America
Z1100|Carlos for Congress
Z1200|Jackie McPherson for Congress
Z1100|Garret Graves for Congress
|DAVID DIBELIUS FOR CONGRESS                       
Z1100|Clint Didier for Congress
Z1100|Steve Russell for Congress
Z1100|Bob Marshall for Congress
Z1300|Michael Steger for Congress
Y0000|Enough is Enough PAC
Z1300|Wichern for Congress
Z4100|NY Congressional Victory Fund
|LIVINGSTON FOR CONGRESS                           
Z1100|Cicotte for Congress
Z1200|Gallego for Arizona
Z1200|Savary for Congress 2014
D3000|Ultra Electronics USA
Z1100|Hubbard for Congress
H3200|Rothman Institute
E1100|Genie Energy
|SOLDIER PAC                                       
J2300|G PAC
Z4100|Minnesota Congressional Victory Fund
E1120|PDC Energy
Z1100|Matt Connolly for Congress
G5200|OC Tanner Co
J1200|Virginia Family Values PAC
Z1100|Miller-Meeks for Congress
Z1100|Djou Hawaii
|JOB MELTON FOR CONGRESS                           
Z1100|Brian D Goldberg for US Senate
|CAROLINA CONSERVATIVES UNITED                     
J1200|Rebuild Ohio
Z1100|Threatt for Congress
Z1100|Savitt for Congress
|CT BLACK REPUBLICANS AND CONSERVATIVES            
|MAXIM HEALTHCARE SERVICES INC POLITICAL ACTION COM
|DOUG MAGEE FOR CONGRESS COMMITTEE                 
|LUKE DAVIS FOR CONGRESSIONAL DISTRICT 30          
Z1200|Crossland for Congress
|ELAINE WHIGHAM-WILLIAMS FOR PRESIDENT 2016        
Z1200|Committee to Elect Dr WA (Bill) Hedge
Z1300|Timothy Dean Campaign Cmte
Z5100|Del Norte Republican Central Cmte
J1100|If He Votes Like That in Salem
Z1200|Headrick for Congress
Z1200|Gallardo for Congress
|WE VOTE PROJECT                                   
Z1300|Friends to Elect Sharon Hansen
J1100|Stop REID PAC
J2200|Believe in Life Liberty Yourself
J1100|Responsible Leadership for America
|OEHLRICH FOR CONGRESS                             
Z1300|Penalosa for Arizona
|FRIENDS OF CHRISTOPHER DAVID                      
Z1100|Agnew for Senate
J2100|Restore Democracy
H1710|American Nurses Assn
J2400|Believe Again
Z1100|Eric Mccray for Congress
Z1100|Art Moore for Congress 2014
Z1200|Gagnier for Congress 2014
|SERVICE STATION FRANCHISE ASSOCIATION POLITICAL AC
|BEAZER HOMES USA INC POLITICAL ACTION COMMITTEE (B
F2600|Franklin Square Capital Partners
|PEOPLES'S VOICE SUPER PAC; THE                    
|FULL COURT COMMITTEE                              
Z1200|Fred Kundrata for Congress Cmte
Z1100|Committee for Vennon
|JERRY LOWERY FOR CONGRESS                         
Z1100|Dan Newhouse for Congress
Z1100|Pedro for Congress
Z1200|John Hernandez for Congress
Z1300|Frank Lara for Congress 2014
Z1100|Hugh Bussell for Congress 2014
|FRANK TAYLOR FOR CONGRESS                         
Z1100|Annette Teijeiro for Congress
Z1100|Kirkmeyer for Congress
|SAN DIEGO COUNTY PROSPERITY INSTITUTE NON PARTISAN
E1000|National Assn of Royalty Owners
JH100|Compassion & Choices Action Network
|SMOKE THE VOTE                                    
B4000|Garver USA
|REFRESH AMERICA PAC                               
J2200|BYRNE PAC
|LETSOS FOR CONGRESS                               
Z1100|Richard Fox for Congress 2014
|DREAM TEAM DUNCAN                                 
|VOICES FOR OUR GENERATION PAC                     
|FRIENDS OF CAPRICE RINES FOR CONGRESS             
Z1100|Renfroe for Congress
Z1300|Mark Bray for Congress
J1100|Heartland Campaign Fund
J1100|GOPAC
|AMERICA FOR TECHNOCRATIC ACTION ATA               
J1200|HillaryPAC
J1200|Building a Better PA
Z1100|Brad Peck for Congress
|WILLIAM LEADER FOR CONGRESS 2014                  
Z1100|Bernard Fontaine Campaign
Z1200|Sheffield for Congress
|SUPER PAC PARTIES                                 
|COMMITTEE TO ELECT JEFFREY GERLACH TO CONGRESS    
Z5200|Democratic Party of Wake County
|TODD RICHARD GLORE FOR US PRESIDENT 2016          
|THOMAS CLEMENTS FOR US SENATE                     
J9000|America Innovates
J1100|Americas PAC
Z1300|Steve Stokes for Congress
Z1100|Committee to Elect Janea Holmquist for Congress
Z1200|Holmes for Congress
Z1200|Malone People Action Cmte
Z1200|Mary Rose Wilcox For Congress
Z1200|Childers for Senate
Z1100|New Hampshire for Scott Brown
|GEORGIA PROGRESS PAC                              
J1100|US Jobs Council
|9ERS OF WESTERN NORTH CAROLINA                    
|R J CORMAN RAILROAD GROUP LLC POLITICAL ACTION COM
|VOTE FOR THE OTHER GUY                            
E1000|Secure Energy for America Assn
L5000|Worker's Voice (OPEIU)
|GEORGIA WOMEN VOTE!                               
J7150|North Carolina Women Vote!
|MADAM HILLARY 2016                                
Z1200|Skinner for Congress '14
Z1200|Linda Thompson for Congress
Z1100|Bob Comer for Congress
|PAUL WRIGHT FOR CONGRESS                          
Z1100|Megan for Congress
Z1200|Gaughan for Congress
|EXCELSIORNY PAC                                   
Z4200|Hagan Forward NC
|COMMITTEE TO ELECT MARVIN SANNES                  
|JOHN F ROBERSON FOR US REPRENSTIVE 3RD DISTRICT IN
|AMERICANS FOR A BETTER FUTURE                     
|GEORGE BAILEY FOR PRESIDENT 2016 INCORPORATION    
Z1200|Friends of Edwin W Edwards
|WOMEN ON THE MOVE PAC                             
|CITIZENS FOR DORIS WALKER FOR PRESIDENT 2016      
Z1200|Sandra Marshall for Congress
Z1300|Friends Of Joey Robinson
Z1100|Joyce Mcdonald for Congress
Z1100|Childs for Congress Cmte
J1100|America Unleashed
Z1200|Friends of Raj Kittappa
Z1200|Josh for US House
Z1200|Sinner for Congress
Z1200|Friends of Jim O'Donnell
Z1100|Friends of Stan Tran
|LINCOLN PARTY POLITICAL ACTION COMMITTEE; THE     
Z1200|Tom Adams for Congress
J1100|Prescription for America's Future
|NIGERIAN AMERICAN PUBLIC AFFAIRS COMMITTEE USA - C
Z1100|Kathy Weppner for Congress
Z1100|James Brown for Congress
J1100|Black Conservatives Fund
G1200|American Jobs Council
|COMMITTEE TO ELECT GENEVIEVE WILLIAMS             
Z1200|Scolavino for Congress
Z1100|Tom Carter for Congress
Z1200|Committee to Elect Robert Conaway
Z1100|Jett for Congress
Z1200|Korpe for Congress
Z1200|Barbara Jo for Congress
Z1200|Marihelen Wheeler Campaign
Z1200|Stallings for Idaho
J7200|Senior Votes Count
Z1200|Bob Goodrich Democrat for Congress
J1100|Southern Conservatives Fund
J9000|Space PAC
Z1200|Hutto for US Senate
Z1100|Friends of Matt Doheny
|THE STEADMAN GROUP                                
Z1100|Committee to Elect Bartholomew James Lower
|QSR LEADERS POLITICAL ACTION COMMITTEE INC        
B2000|Pultegroup Inc
Z1200|Janet Garret for Congress
J1200|Global Democratic PAC
Z1200|Committee to Elect Abel J Tapia
Z5100|RAGA Action Fund
|LEON WINN FOR CONGRESS                            
Z1200|Mary Ellen Balchunis for Congress
Z1200|Tony Daysog for Congress
M2100|TimkenSteel
Z1300|Tami Stainfield for Us Senate
Z1100|Bryan K Barnett for Congress
Z1200|Friends of Estakio
Z1100|Mike Bishop for Congress
|KOEHR FOR CONGRESS                                
Z1100|Kurtz for Congress
Z1100|Anthony E Wilkinson for Congress
Z1100|Wooten for Congress
|OLD NORTH STATE LEADERSHIP FUND                   
| END PAC INC                                      
|VOICEHEARD                                        
Z1300|Jeff Jones for Senate
Z1300|Friends for Nate Lawrence
|NATE LAWRENCE FOR CONGRESS                        
|MAUP FOR CONGRESS OR MARK AUPPERLE FOR CONGRESS   
Z1200|Irvin for Congress
|SMART CANNABIS REFORM                             
|FULL TIME AMERICA                                 
|COMMITTEE TO ELECT KRISTIE HOLMES                 
Z1100|Tenney for Congress
|JAMES DONENWIRTH FOR CONGRESS                     
|NATIONAL WATERMELON ASSOCIATION INC POLITICAL ACTI
Z4100|Republican Victory Fund
|JOHN CATANO FOR CONGRESS                          
|BRUCE FOR CONGRESS                                
|COMMITTEE TO ELECT KENN KOPF                      
|NEW ENGLAND MAJORITY FUND                         
Z1100|Erick Wyatt for Senate Campaign Cmte
J1100|California Republican Assembly
J1100|California Future Fund
Z1200|Matt Fecteau for Congress
Z1200|Schwartz for Congress
Z1300|Stephen P Tryon for Congress
Z1200|Sanyal for Congress
|RODNEY VEACH 2014                                 
|TERM LIMITS LAWSON FOR CONGRESS                   
Z1100|Paul Mitchell for Congress
|LIBERTY IN PINK                                   
J1100|Project 51
Z1300|Nick Troiano for Congress
H0000|Allied Health Professions PAC
J1100|Citizens for Responsible Leadership
|INDIANA CONSERVATIVES FOR LIBERTY
|GREEN HOME RELIEF                                 
|AMERICANS FOR THE NEXT GENERATION                 
C4300|TracFone Wireless
Z1100|Moolenaar for Congress
Z1200|Geoff Young for Congress
Z1200|Antonio Blue for US Congress
Z1100|C. L. Carter for Congress
Z1100|Glenn Grothman for Congress
|CORE VALUES POLITICAL ACTION COMMITTEE            
|OLE SAVIOR U.S. PRESIDENTIAL CANDIDATE 2016 REPUBL
|CRESCENT CITY SUPER PAC                           
Z1200|Reggie for Congress
F5000|Vantiv Inc
|MODERATELY SPEAKING                               
|CITIZENS FOR HONORABLE GOVERNMENT                 
J1100|Our America Fund
Z1100|Flinn for Senate
Z1200|Connie Johnson for Oklahoma
|COMMITTEE TO ELECT MARK H ASPIRI US SENATE        
Z1300|Sarvis for Senate
Z1200|Bob Scott for Congress Cmte
Z1100|Mike Turner for Congress
Z4200|Aguilar Victory Fund
J2100|American Innovation PAC
|POLITICAL PRECISION                               
Z4300|Virginia Liberty Victory Fund
Z1300|Gordon Howie for Senate
|COMMITTEE TO ELECT VINCE FLAHERTY                 
Z4200|Lieu Victory Fund
Z1100|Committee to Elect Robert J Sutherland
Z1100|Vote Matthew C Waldren
Z1100|Crow for US Senate
|VIRGINA VISION ACTION PAC                         
J1100|Franklin Forum
Z4100|Southerland Yoho Victory Cmte
|FRIENDS OF MICHAEL SHAPIRO                        
Z1300|Elect Paula
Z1100|Stroebel for Congress
|FRIENDS OF JACOB BRIMM                            
|MILLENNIALS RISING                                
Z4100|Lee Cruz Victory Cmte
| COMMITTEE TO ELECT ANALILIA JOYA FOR US REPRESENA
Z1200|Rockwood for Congress
Z4100|Inhofe Victory Cmte 2014
Z1100|Eddie McCain for Congress
|DAVID BURNS 48 CA                                 
J1100|New Majority for Massachusetts
Z4200|Women of the Senate Fund 2014
|ARGUEMAX.COM                                      
|FRIENDS OF ANDY CRAIG                             
Z1300|Committee to Elect Gwendolyn Beck
J7300|LGBT Democrats of Virginia
Z1200|Gardenia M Henley Campaign Cmte
Z1100|Singh for Congress 2014
Z1100|Sharna4US
|JOSHUA HARRIS-TILL 4 CONGRESS                     
|SUSAN FOR US SENATE                               
|TAHIRO FOR US SENATE                              
|COMMON SENSE FOR AMERICANS PAC                    
J2200|Paragraph Two PAC
H4500|Regeneron Pharmaceuticals
Y0000|X-Fund
Y0000|Integrity Matters PAC
Z1200|Harris for Wisconsin
Z1200|Patricia Maher for Congress
Z1300|Casteen for Congress
J2100|Making a Real Change
|KEVIN MIDBUST FOR FREEDOM                         
Z4100|Collins Victory Fund
|JOE SHEA FOR CONGRESS                             
Z1300|Marc Harrold for Congress 2014
|LET US ELECT JAMES T LAW FOR PRESIDENT 2016       
J1100|Independent Leadership For New Hampshire
J1100|Americans for Common Sense
|ELLISON FOR CONGRESS CAMPAIGN COMMITTEE           
Z1100|Friends of Ed Tarpley Cmte
|DEMOCRATIC SENATE VICTORY FUND                    
|IDAHO'S YOUTH                                     
|GANDINO-SAADEIN FOR CONGRESS                      
Z1200|Kansas4Perry
Z1100|Leibham for Congress
|PAUL W DEBOW COMMITTEE OF ONE                     
|JERRY B WATSON FOR SENATE                         
|NOVOCURE INC PAC                                  
|AMERICAN FREEDOM SUPER PAC                        
|VICTORY HOOSIER                                   
J9000|Mayday PAC
J1100|Morning in America PAC
F3200|Capital District Physicians Health Plan
Z1200|Schertzing for Congress
|COMMITTEE TO ELECT SAM SLOAN                      
Z5300|Veterans' Party Of America
|BULL MOOSE PAC                                    
C2100|Sinclair Broadcast Group
|AMERICA STILL WORKS (SUPER-PAC)                   
Z4200|Save Our Senate
Z1100|Adam Nick for Congress
Z1100|Kerry Bowers for President Cmte
|KING FOR SENATE                                   
|BARATELLI FOR SENATE                              
Z1300|Bob Quast for Term Limits
J7500|Latino Victory PAC
J1100|Campaign for Jobs & Accountability
|LEADERSHIP EQUALITY AND DIVERSITY POLITICAL ACTION
J1100|We Deserve Better
|DEMOCRAT PARTY AND DEMOCRATIC CAUCUS              
Z1200|Broomell for Congress
|KENNEDY FOR CONGRESS                              
|DEMOCRATIC / LEGISLATURE SSROOT                   
Z1200|Committee to Elect Robert Louis Toussaint
Y0000|Loud PAC
|SPIRIT AIRLINES INC PAC SPIRIT PAC                
Z4200|Colorado North Carolina Victory Fund
Z4200|Reed Begich Victory Fund
Z4100|Valadao Victory Fund
J1200|Democratic Action
|LEADERSHIP AMERICA PAC - LA                       
G5100|American Suntanning Assn
J1100|National Federation of Republican Women
J1100|Vote to Reduce Debt
E1220|Coeur Mining
|LEADERSHIP AMERICA PAC - NC                       
Z1300|Krulick for Congress
|REPUBLICAN WOMEN ALLIANCE                         
Z4100|GOP Victory Fund 2014
Z1100|Lily Gilani for Congress Cmte
J1100|Montanans for Limited Government
J9000|Detroit Forward
J1100|New York 2014
|YOLANDA GARCIA FOR CONGRESS                       
Z1100|Cormick Lynch for Congress
Z1100|Doug Daggett for Congress
J2200|Protecting America Under Law
|DEMOCRATIC JEWISH OUTREACH PA                     
|MUSIC POLITICAL ACTION COMMITTEE; THE             
Y0000|On the Move PAC
J1100|Kansans for Responsible Government
|WE CAN DO BETTER                                  
Z1200|Hartzok for Congress Cmte
|COMMITTEE TO ELECT JOE WILMOTH                    
J2200|Seagrass PAC
Z4100|Coffman Victory Fund
J1100|Opportunity Alliance PAC
|VETERANS FOR CONGRESS (VFC*PAC)                   
|JOHN CATANO FOR CONGRESS                          
J2200|Making a Sensible Shift in Elections
J9000|Centrist Project Voice
|ISLAMIC COALITION FOR AMERICA                     
|DAN CHAPIN FOR CONGRESS                           
Z1200|Ron Dickey for Congress
|NOEL 4 CONGRESS                                   
Z1100|Adam King for Congress
|WORKERS AND COMMUNITIES UNITED FOR VILA           
|FOX FOR PRESIDENT EXPLORATORY COMMITTEE           
J1100|Conservative Caucus PAC
Z1300|Matt Funiciello for Congress
Z1200|Wiesner for Senate
|JORDAN COVE ENERGY PROJECT LP PAC                 
Z1100|David Cox for Congress
J2100|Supporting House Problem Solvers
Y0000|Working Class Agenda
Y0000|Connecticut Taxpayers Alliance
Z1100|Jacob Turk for Congress 2014
Z4100|Blake's Victory Fund
|TURN GEORGIA BLUE                                 
|CLAIRE H GUSTAFSON                                
|COMITTEE TO ELECT JOE KOPSICK                     
Z1100|Karen Mueller for Congress
J2200|Mr Southern Missourian in the House
A1500|Kentucky Soybean Assn
Y0000|National Campaign
|CURTIS MCLAUGHLIN FOR CONGRESS                    
|JACK SHEPARD FOR EQUAL JUSTICE FOR ALL & TO LEAGAL
|FAR WEST AGRIBUSINESS ASSOCIATION PAC             
A0000|Protect the Harvest PAC
|ALL PEOPLE FOR AQUASIA CAMPAIGN TO ELECT AQUASIA J
A4300|CGB Enterprises
Z4100|Founders Senate Candidate Cmte
|BUTZIER2014                                       
Z1100|Pezzullo for Senator
Z1100|Greg Holmes for US Congress
|FIRST LADY PRESIDENT OF THE UNITED STATES         
T3100|Schneider National
Z4200|Colorado 2014 Victory Fund
Z1100|Ralph Abraham for Congress
|HUMANS FOR EARTH'S RIGHTS                         
|ERNEST REEVES FOR US SENATE LLC                   
Y0000|Forward Massachusetts
|RESTORE TRUST IN CITY HALL                        
|TRUE CONSERVATIVES FUND                           
J1200|Alliance for a Better Minnesota
Y0000|Revitalize America
JE300|Alaska SalmonPAC
|CAMBODIAN-AMERICANS POLITICAL ACTION COMMITTEE    
Z1100|John Wood for Congress
|LAST AMERICA                                      
Z1300|People for Bruce Skarin
Z1300|Hammer for Congress
Z1100|Friends of Lenar
|VETERANS AND LAW ENFORCEMENT FOR ETHICAL LEADERSHI
|BRAT PAC                                          
|SILICON VALLEY SUPER PAC                          
|HOMEOWNERS SUPER PAC                              
J2100|Educate & Innovate PAC
|ALASKA COMMUNICATIONS SYSTEMS GROUP INC FEDERAL PA
Z4100|Cassidy Victory
|DARGA FOR CONGRESS                                
Y0000|Innovation Nation
|CLAYTON G WALKER COMMITTEE                        
J2100|Clean PAC
|SONS OF LIBERTY FOR THIS GENERATION AKA SOLPAC    
Z1300|Orman for US Senate
|SAM WRIGHT                                        
|FUND FOR ACADEMIC INDEBTEDNESS REFORM             
J1100|All Citizens for Mississippi
J2200|Leaders Only Unite PAC
D9000|Chugach Alaska
J2200|Supporting United States of America's Next Leaders
J1100|Empower Iowa
J1100|Asheville Tea PAC
|NEW VOICE NEW VISION NEW NOVA                     
JH100|Western North Carolina Advocates for Quality Care
J1100|Principled Conservatives of Colorado
Z1100|Tucker for Congress
Z1100|Wofford for Congress
|BRISCOE FOR CONGRESS                              
Z1100|Roger Jewell for President 2016
|FRIENDS OF DANIEL DEAN                            
Z1100|Kansans for Tiahrt
|LUKE MESSER VICTORY FUND                          
|GEORGE HOLDING VICTORY COMMITTEE 2014             
Z4100|Richard Hudson North Carolina Victory Cmte
J1100|Unlocking Potential PAC
Z4100|Cotton-Land Victory Cmte
Z1200|AZ Maupin for Congress
J1200|SOS for Democracy
E1610|Valley Electric Assn
|COMMON SENSE CONSERVATIVE COMMITTEE               
|PPLZ 4 GRAYSON CREW                               
Z1300|Jack Seaman for Congress
Z1200|Norm Mosher for Congress
Z4100|Thom Tillis Victory Cmte
J2200|Blessings of Liberty PAC
|PIVNICK FOR CONGRESS ELECTION COMMITTEE           
Z4100|Mimi Walters Victory Fund
|FRIENDS FOR DOUG MCQUAID                          
J7500|CAPA21
|GROW WV INC                                       
Z1200|McCline for Congress
|ALLEN FOR CONGRESS                                
|COMMITTEE TO ELECT VANCE ALM FOR CONGRESS         
|NANCY OLSON FOR CONGRESS                          
J1100|Freedom Partners Action Fund
J1100|Nextgen GOP
|AMERICANS FOR POSTERITY                           
J9000|Population Connection
B2000|Taylor Morrison Inc
|FREEDOM AND LIBERTY DICKSON COUNTY GOP            
K2000|Ridge Policy Group
Z1300|Redpath for Congress
|CARPIO FOR CONGRESS                               
Z1200|Gruett for Congress
Z1100|Friends of David King for Congress
Z1200|Fausz for Congress
|AMERICAN PROGRESSIVE (REPUBLICAN)                 
Z1300|Victor Kocher for US Senate
|CITIZENS FOR ACTION                               
|POLITICAL PROGRESS                                
|AMERICAN FREEDOM PARTY                            
Z1100|Paul Spain for Congress
Z1300|Vila for Congress
Z1300|Hampton for Congress
Z1200|Wonnacott for Congress
Y0000|We the PAC
G4800|Direct Selling Assn
|RACISM HURTS                                      
|AMERICANS FOR THE CONSERVATION OF LIBERTY         
Z4100|Jolly Victory Cmte
J2400|Viking Leadership PAC
Z1100|Friends of Zach Dasher
|ALL IN FOR AMERICA PAC                            
Z4100|Stivers Victory Cmte
|MAYOCK FOR CONGRESS                               
|BROOKS - WALORSKI JOINT FUNDRAISING COMMITTEE     
|GEORGE WASHINGTON POLITICAL PARTY                 
Z1100|Lawrence for Congress
Z4200|Murray Victory Fund
|CAMPAIGN FINANCE 21 COMPANY                       
|HERITAGE CONCEPTS                                 
J1200|Battleground Tennessee
|BETTER WAY SUPER PAC; THE                         
|FRIENDS OF JENNIFER FERGUSON                      
Z1100|Vaughn 4 America
Z1200|Trammell for Congress
|DEMOCRATS MAKING PROGRESS PAC DMP JR PAC          
|CITIZENS FOR A BETTER GOVERNMENT                  
|NATIONAL LEAGUE OF TAXPAYERS PAC                  
|COMMITTEE TO ELECT STUART ROSS FARBER PRESIDENT OF
Z4100|Cornyn Victory Cmte
Z1300|Swafford for US Senate
|MITSUBISHI HITACHI POWER SYSTEMS AMERICAS
|COMMITTEE TO ELECT JOY ALLISON                    
|TED CUMMINGS SENATE CAMPAIGN                      
|AMERICA IN ACTION                                 
|EXTEMPERS FOR PROSPERITY                          
Z1300|Wright for Iowa Cmte
Z1100|John Mills for Congress
Z4100|Curbelo Victory Cmte
|OLE' SAVIOR US SENATE MN 2014 REPUBLICAN PARTY GOP
|DR SHELLEY SHOEMAKE FOR US CONGRESS               
Z1300|Stockwell for Congress
Z1200|Jeff Holmes for Congress
J1100|PolicyMatters USA
Z1300|Mr Smith for Congress
C00565473|Lee
|PROGRESSIVE ORGANIZED WOMEN                       
J1200|Honest West Virginians
Z1100|Friends of Big John Smith
Z1200|Roberts for Congress Cmte
Z1100|John Webb for Congress
|ELECT DAN ELDER                                   
|ROLAND MENARD                                     
Z4100|California Majority Fund
Z4100|Arkansas Victory Fund 2014
|MAXWELL FOR CONGRESS                              
|ARTURO PACHECO REYES FOR US SENATOR (NP)          
B5100|Concrete Reinforcing Steel Institute
Z1200|R Klepinger for Congress
J2200|Maintaining All Republicans in Office
Z1200|Sam Gaskins for Congress
J1100|Prosperity for Pennsylvania
|COMMITTEE TO ELECT MICHAEL WARDEN; THE            
Z1100|Metcalfe Congressional Campaign
Z1100|Donka for Congress
Z1100|John Adams for Congress
|DEBORAH KIMZEY COMMITTEE TO ELECT                 
Z1100|Ravenel for Senate
Z4200|Kentuckians United Victory Fund
Z4100|Blunt 2014 Senate Majority Cmte
Z1100|Marty McClendon for Congress Cmte
|KNIGHT OF ROSECROSX                               
|LOGAN FOR HOUSE                                   
J1100|Iowa Values
|READY FOR RIGHT PAC                               
Z4100|Cramer Victory Fund
|COMMITTEE TO ELECT CHARLES A LONG; THE            
|ARTERO FOR CONGRESS                               
Z1100|DJ Smith for US Senate
J1200|Butte County Democratic Central Cmte
Z4100|Walorski Victory Fund
|COMMITTEE TO ELECT SAMMY M BROWN POTUS 2016       
Z4100|Winning Women for the US Senate
Z1200|Raul Garcia for Congress 2014
Z1300|Marko Milakovich for US Representative
|SCOT JOHN TOMASZEWSKI FOR CONGRESS                
|WORKING PEOPLE PAC                                
J9000|Coalition for Independent Voices in Congress
J1200|Faith Voters for Hillary
JH100|Friends of Medical Research
J2100|New Energy PAC
J7500|Higher Heights for America
Z4100|Floridians for a Senate Majority
J2200|Republicans in Congress Empowering America
|DALE HOINOSKI FOR PRESIDENT 2016                  
Z4200|Tammy Baldwin Victory Cmte
|DRAFT BRIAN SCHWEITZER                            
J1100|Conservatives for Guilford County
|RUBY ADMINISTRATION                               
J1100|Tea Party Majority Fund
J1100|Leadership Project for America
|KANZA PAC                                         
J1200|Every Voice Action
Z4100|New York Majority Fund 2014
